"Date","Price","Open","High","Low","Vol.","Change %"
"03/17/2021","86.66","87.00","87.53","86.22","","-0.43%"
"03/16/2021","87.03","86.70","87.53","86.14","","0.38%"
"03/15/2021","86.70","87.68","87.80","85.59","","-1.24%"
"03/12/2021","87.79","88.25","88.48","85.95","","-0.60%"
"03/11/2021","88.32","85.22","88.56","85.18","","3.61%"
"03/10/2021","85.24","83.86","86.60","82.90","","1.09%"
"03/09/2021","84.32","87.92","88.18","84.32","","-4.40%"
"03/08/2021","88.20","88.99","89.28","87.24","","0.64%"
"03/05/2021","87.64","86.75","87.88","85.67","","0.38%"
"03/04/2021","87.31","88.75","89.38","86.66","","-1.51%"
"03/03/2021","88.65","91.02","91.12","88.18","","-2.71%"
"03/02/2021","91.12","91.10","91.43","90.15","","-0.50%"
"03/01/2021","91.58","89.41","92.77","89.41","","2.88%"
"02/26/2021","89.02","89.24","89.59","87.28","","-0.75%"
"02/25/2021","89.69","93.98","95.57","89.69","","-4.20%"
"02/24/2021","93.62","92.59","94.15","92.14","","1.07%"
"02/23/2021","92.63","92.52","93.21","91.51","","0.22%"
"02/22/2021","92.43","90.86","92.51","90.86","","2.04%"
"02/19/2021","90.58","90.11","91.15","89.60","","0.45%"
"02/18/2021","90.17","89.98","90.77","89.56","","0.30%"
"02/17/2021","89.90","89.47","90.00","89.12","","0.42%"
"02/16/2021","89.52","88.88","90.38","88.88","","2.61%"
"02/12/2021","87.24","86.67","87.32","85.35","","0.82%"
"02/11/2021","86.53","84.56","86.75","84.56","","2.18%"
"02/10/2021","84.68","86.38","86.75","84.42","","-2.60%"
"02/09/2021","86.94","84.64","87.11","84.58","","3.01%"
"02/08/2021","84.40","82.94","84.76","82.88","","2.18%"
"02/05/2021","82.60","84.22","84.86","82.59","","-1.87%"
"02/04/2021","84.17","80.92","84.78","80.91","","3.94%"
"02/03/2021","80.98","80.62","81.13","80.46","","0.33%"
"02/02/2021","80.71","80.30","80.99","79.81","","0.94%"
"02/01/2021","79.96","80.72","81.58","79.89","","-0.81%"
"01/29/2021","80.61","80.04","80.82","79.76","","0.83%"
"01/28/2021","79.95","80.82","81.37","79.85","","-1.05%"
"01/27/2021","80.80","81.82","82.41","80.69","","-1.15%"
"01/26/2021","81.74","82.25","82.32","81.14","","-0.68%"
"01/25/2021","82.30","81.55","82.47","81.51","","0.88%"
"01/22/2021","81.58","82.44","82.55","81.50","","-1.10%"
